indice,titulo,artista,ano,score,emotional_abuse,jealousy_possessive,dependency,violence_or_betrayal,justificativa
442,I Can't Stay Mad At You,Skeeter Davis,1963.0,0.3,False,True,True,False,
443,"Hello, Stranger",Barbara Lewis,1963.0,0.3,False,False,True,False,
444,Be My Baby,Ronettes,1963.0,0.3,False,False,True,False,
445,Mean Woman Blues,Roy Orbison,1963.0,0.3,False,False,True,False,
446,South Street,Orlons,1963.0,0.0,False,False,False,False,
448,The Monkey Time,Major Lance,1963.0,0.0,False,False,False,False,
449,Candy Girl,Four Seasons,1963.0,0.3,False,False,True,False,
450,Still,Bill Anderson,1963.0,0.3,False,False,True,False,
451,Blue On Blue,Bobby Vinton,1963.0,0.6,False,False,True,False,
452,Cry Baby,Garnet Mimms and The Enchanters,1963.0,0.6,False,False,True,False,
453,Two Faces Have I,Lou Christie,1963.0,0.6,False,False,True,False,
455,Da Doo Ron Ron,Crystals,1963.0,0.6,False,False,True,False,
458,In Dreams,Roy Orbison,1963.0,0.3,False,False,True,False,
459,More,Kai Winding,1963.0,0.3,False,False,True,False,
460,Fools Rush In,Rick Nelson,1963.0,0.3,False,False,True,False,
461,Losing You,Brenda Lee,1963.0,0.6,False,False,True,False,
463,I Wanna Be Around,Tony Bennett,1963.0,0.6,False,True,False,False,
464,You've Really Got A Hold On Me,Miracles,1963.0,0.6,False,False,True,False,
465,Sally Go 'Round The Roses,Jaynetts,1963.0,0.3,False,True,False,False,
466,Little Red Rooster,Sam Cooke,1963.0,0.3,False,True,False,False,
468,(You're The) Devil In Disguise,Elvis Presley,1963.0,0.8,False,False,False,True,
469,Those Lazy Hazy Crazy Days Of Summer,Nat King Cole,1963.0,0.0,False,False,False,False,
470,Baby Workout,Jackie Wilson,1963.0,0.5,False,False,True,False,
471,Pride And Joy,Marvin Gaye,1963.0,0.5,False,False,True,False,
472,Walking The Dog,Rufus Thomas,1963.0,0.0,False,False,False,False,
473,From A Jack To A King,Ned Miller,1963.0,0.3,False,False,True,False,
474,Up On The Roof,Drifters,1963.0,0.0,False,False,False,False,
475,What Will My Mary Say,Johnny Mathis,1963.0,0.3,False,True,False,False,
476,Mama Didn't Lie,Jan Bradley,1963.0,0.0,False,False,False,False,
477,The Night Has A Thousand Eyes,Bobby Vee,1963.0,0.3,False,True,False,False,
478,Don't Say Nothin' Bad About My Baby,Cookies,1963.0,0.3,False,True,True,False,
479,Ring Of Fire,Johnny Cash,1963.0,0.3,False,False,True,False,
480,Just One Look,Doris Troy,1963.0,0.6,False,True,True,False,
481,"Hello Muddah, Hello Fadduh! (A Letter From Camp)",Allan Sherman,1963.0,0.0,False,False,False,False,
482,Judy's Turn To Cry,Lesley Gore,1963.0,0.6,False,True,True,True,
483,"Tie Me Kangaroo Down, Sport",Rolf Harris,1963.0,0.0,False,False,False,False,
486,"That Sunday, That Summer",Nat King Cole,1963.0,0.3,False,False,True,False,
487,Another Saturday Night,Sam Cooke,1963.0,0.6,False,False,True,False,
488,"Painted, Tainted Rose",Al Martino,1963.0,0.3,False,False,True,False,
490,Go Away Little Girl,Steve Lawrence,1963.0,0.3,False,False,True,False,
491,Take These Chains From My Heart,Ray Charles,1963.0,0.3,False,False,True,False,
493,Come And Get These Memories,Martha and The Vandellas,1963.0,0.3,False,False,True,False,
494,Bossa Nova Baby,Elvis Presley,1963.0,0.2,False,False,True,False,
495,Do The Bird,Dee Dee Sharp,1963.0,0.5,False,False,True,False,
496,Shut Down,Beach Boys,1963.0,0.0,False,False,False,False,
497,One Fine Day,Chiffons,1963.0,0.3,False,False,True,False,
498,500 Miles Away From Home,Bobby Bare,1963.0,0.3,False,False,True,False,
499,Little Town Flirt,Del Shannon,1963.0,0.6,False,False,False,False,
500,I Want To Hold Your Hand,Beatles,1964.0,0.0,False,False,False,False,
501,She Loves You,Beatles,1964.0,0.0,False,False,False,False,
502,"Hello, Dolly!",Louis Armstrong,1964.0,0.0,False,False,False,False,
503,"Oh, Pretty Woman",Roy Orbison,1964.0,0.3,False,False,True,False,
504,I Get Around,Beach Boys,1964.0,0.0,False,False,False,False,
505,Everybody Loves Somebody,Dean Martin,1964.0,0.3,False,False,True,False,
506,My Guy,Mary Wells,1964.0,0.3,False,False,True,False,
507,We'll Sing In The Sunshine,Gale Garnett,1964.0,0.3,False,False,True,False,
510,People,Barbara Streisand,1964.0,0.3,False,False,True,False,
511,Java,Al Hirt,1964.0,0.0,False,False,False,False,
512,A Hard Day's Night,Beatles,1964.0,0.3,False,False,True,False,
513,Love Me Do,Beatles,1964.0,0.3,False,False,True,False,
514,Do Wah Diddy Diddy,Manfred Mann,1964.0,0.0,False,False,False,False,
515,Please Please Me,Beatles,1964.0,0.3,False,False,True,False,
516,Dancing In The Street,Martha and The Vandellas,1964.0,0.0,False,False,False,False,
517,Little Children,Billy J. Kramer and The Dakotas,1964.0,0.6,False,True,False,False,
518,Love Me With All Your Heart,Ray Charles Singers,1964.0,0.3,False,False,True,False,
519,Under The Boardwalk,Drifters,1964.0,0.3,False,False,True,False,
520,Chapel Of Love,Dixie Cups,1964.0,0.3,False,False,True,False,
521,Suspicion,Terry Stafford,1964.0,0.3,False,True,False,False,
522,Glad All Over,Dave Clark Five,1964.0,0.3,False,True,True,False,
523,Rag Doll,Four Seasons,1964.0,0.6,False,False,True,False,
524,Dawn (Go Away),Four Seasons,1964.0,0.6,False,False,True,False,
525,Bread And Butter,Newbeats,1964.0,0.0,False,False,False,False,
526,It Hurts To Be In Love,Gene Pitney,1964.0,0.6,False,True,True,False,
527,Dead Man's Curve,Jan and Dean,1964.0,0.5,False,False,False,True,
528,Come A Little Bit Closer,Jay and The Americans,1964.0,0.6,False,False,True,False,
529,A World Without Love,Peter and Gordon,1964.0,0.6,False,False,True,False,
530,Have I The Right?,Honeycombs,1964.0,0.6,False,True,True,False,
531,Don't Let The Rain Come Down (Crooked Little Man),Serendipity Singers,1964.0,0.0,False,False,False,False,
532,Baby Love,Supremes,1964.0,0.6,False,False,True,False,
533,Let It Be Me,Betty Everett and Jerry Butler,1964.0,0.3,False,False,True,False,
534,Wishin' And Hopin',Dusty Springfield,1964.0,0.6,False,False,True,False,
535,You Don't Own Me,Lesley Gore,1964.0,0.0,False,False,False,False,
536,Walk On By,Dionne Warwick,1964.0,0.3,False,False,True,False,
537,The House Of The Rising Sun,Animals,1964.0,0.3,False,False,True,False,
538,G.T.O.,Ronny and The Daytona,1964.0,0.0,False,False,False,False,
539,Twist And Shout,Beatles,1964.0,0.0,False,False,False,False,
541,White On White,Danny Williams,1964.0,0.3,False,False,True,False,
542,Hey Little Cobra,Rip Chords,1964.0,0.0,False,False,False,False,
543,The Shoop Shoop Song (It's In His Kiss),Betty Everett,1964.0,0.3,False,False,True,False,
544,Bits And Pieces,Dave Clark Five,1964.0,0.3,False,False,True,False,
545,My Boy Lollipop,Millie Small,1964.0,0.3,False,False,True,False,
548,Don't Let The Sun Catch You Crying,Gerry and The Pacemakers,1964.0,0.3,False,False,True,False,
549,A Summer Song,Chad and Jeremy,1964.0,0.3,False,False,True,False,
550,The Girl From Ipanema,Stan Getz and Astrud Gilberto,1964.0,0.0,False,False,False,False,
551,Can't Buy Me Love,Beatles,1964.0,0.3,False,False,True,False,
552,Remember (Walkin' In The Sand),Shangri-Las,1964.0,0.3,False,False,True,False,
553,C'mon And Swim,Bobby Freeman,1964.0,0.3,False,False,True,False,
554,Do You Want To Know A Secret,Beatles,1964.0,0.3,False,False,True,False,
555,Keep On Pushing,Impressions,1964.0,0.0,False,False,False,False,
556,Baby I Need Your Loving,Four Tops,1964.0,0.6,False,False,True,False,
557,Navy Blue,Diane Renay,1964.0,0.3,False,False,True,False,
558,Diane,Bachelors,1964.0,0.0,False,False,False,False,
559,Out Of Limits,Marketts,1964.0,0.3,False,False,True,False,
560,Little Honda,Hondells,1964.0,0.0,False,False,False,False,
562,Because,Dave Clark Five,1964.0,0.3,False,False,True,False,
563,(Just Like) Romeo And Juliet,Reflections,1964.0,0.6,False,False,True,False,
564,For You,Rick Nelson,1964.0,0.3,False,False,True,False,
565,Today,New Christy Minstrels,1964.0,0.3,False,False,True,False,
566,Can't You See That She's Mine,Dave Clark Five,1964.0,0.3,False,True,True,False,
567,Leader Of The Pack,Shangri-Las,1964.0,0.5,False,False,True,False,
569,The Way You Do The Things You Do,Temptations,1964.0,0.3,False,False,True,False,
571,I Love You More And More Every Day,Al Martino,1964.0,0.3,False,False,True,False,
572,It's Over,Roy Orbison,1964.0,0.5,False,False,True,False,
573,Ronnie,Four Seasons,1964.0,0.5,False,False,True,False,
575,What Kind Of Fool (Do You Think I Am),Tams,1964.0,0.6,False,True,True,False,
576,The Door Is Still Open To My Heart,Dean Martin,1964.0,0.6,False,False,True,False,
577,You Really Got Me,Kinks,1964.0,0.6,False,False,True,False,
578,The Shelter Of Your Arms,Sammy Davis Jr.,1964.0,0.6,False,False,True,False,
579,I'm So Proud,Impressions,1964.0,0.3,False,False,True,False,
580,I Wanna Love Him So Bad,Jelly Beans,1964.0,0.3,False,False,True,False,
582,Dang Me,Roger Miller,1964.0,0.3,False,False,True,False,
584,(You Don't Know) How Glad I Am,Nancy Wilson,1964.0,0.3,False,False,True,False,
585,Money,Kingsmen,1964.0,0.3,False,False,True,False,
586,Don't Throw Your Love Away,Searchers,1964.0,0.3,False,False,True,False,
587,Hi-heel Sneakers,Tommy Tucker,1964.0,0.3,False,False,True,False,
588,How Do You Do It!,Gerry and The Pacemakers,1964.0,0.3,False,False,True,False,
590,Do You Love Me,Dave Clark Five,1964.0,0.3,False,False,True,False,
591,Shangri-La,"Robert Maxwell, His Harp and Orch.",1964.0,0.6,False,True,True,False,
592,Haunted Houses,Gene Simmons,1964.0,0.5,False,False,True,False,
593,Steal Away,Jimmy Hughes,1964.0,0.6,False,False,True,False,
594,I Saw Her Standing There,Beatles,1964.0,0.3,False,True,False,False,
595,A Fool Never Learns,Andy Williams,1964.0,0.6,False,False,True,False,
596,Bad To Me,Billy J. Kramer and The Dakotas,1964.0,0.3,False,False,True,False,
597,There! I've Said It Again,Bobby Vinton,1964.0,0.3,False,False,True,False,
598,Louie Louie,Kingsmen,1964.0,0.3,False,False,True,False,
599,Needles And Pins,Searchers,1964.0,0.6,False,True,True,False,
600,Wooly Bully,Sam The Sham and The Pharaohs,1965.0,0.0,False,False,False,False,
601,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1965.0,0.8,False,True,True,False,
602,(I Can't Get No) Satisfaction,Rolling Stones,1965.0,0.0,False,False,False,False,
603,You Were On My Mind,We Five,1965.0,0.3,False,False,True,False,
604,You've Lost That Lovin' Feelin',Righteous Brothers,1965.0,0.3,False,False,True,False,
605,Downtown,Petula Clark,1965.0,0.2,False,False,True,False,
606,Help!,Beatles,1965.0,0.3,False,False,True,False,
608,Crying In The Chapel,Elvis Presley,1965.0,0.0,False,False,False,False,
609,My Girl,Temptations,1965.0,0.0,False,False,False,False,
610,"Help Me, Rhonda",Beach Boys,1965.0,0.3,False,False,True,False,
611,King Of The Road,Roger Miller,1965.0,0.0,False,False,False,False,
612,The Birds And The Bees,Jewel Aikens,1965.0,0.3,False,False,True,False,
613,"Hold Me, Thrill Me, Kiss Me",Mel Carter,1965.0,0.6,False,False,True,False,
614,Shotgun,Jr. Walker and The All Stars,1965.0,0.5,False,True,False,False,
615,I Got You Babe,Sonny and Cher,1965.0,0.2,False,False,True,False,
616,This Diamond Ring,Gary Lewis and The Playboys,1965.0,0.3,False,False,True,False,
617,"The ""In"" Crowd",Ramsey Lewis Trio,1965.0,0.3,False,False,True,False,
618,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1965.0,0.3,False,True,True,False,
619,Stop! In The Name Of Love,Supremes,1965.0,0.6,False,True,True,False,
620,Unchained Melody,Righteous Brothers,1965.0,0.3,False,False,True,False,
621,Silhouettes,Herman's Hermits,1965.0,0.6,False,True,True,False,
622,I'll Never Find Another You,Seekers,1965.0,0.6,False,False,True,False,
623,"Cara, Mia",Jay and The Americans,1965.0,0.3,False,False,True,False,
624,Mr. Tambourine Man,Byrds,1965.0,0.0,False,False,False,False,
625,Cast Your Fate To The Wind,Sounds Orchestral,1965.0,0.3,False,False,True,False,
626,"Yes, I'm Ready",Barbara Mason,1965.0,0.3,False,False,True,False,
627,What's New Pussycat?,Tom Jones,1965.0,0.0,False,False,False,False,
628,Eve Of Destruction,Barry McGuire,1965.0,0.0,False,False,False,False,
629,Hang On Sloopy,McCoys,1965.0,0.0,False,False,False,False,
630,Ticket To Ride,Beatles,1965.0,0.3,False,False,True,False,
631,Red Roses For A Blue Lady,Bert Kaempfert and His Orch.,1965.0,0.5,False,False,True,False,
634,The Name Game,Shirley Ellis,1965.0,0.0,False,False,False,False,
635,I Know A Place,Petula Clark,1965.0,0.5,False,False,True,False,
637,Baby I'm Yours,Barbara Lewis,1965.0,0.6,False,False,True,False,
639,"Hush, Hush, Sweet Charlotte",Patti Page,1965.0,0.3,False,False,True,False,
640,Like A Rolling Stone,Bob Dylan,1965.0,0.3,False,False,True,False,
641,I'm Telling You Now,Freddie and The Dreamers,1965.0,0.3,False,False,True,False,
642,Ferry Cross The Mersey,Gerry and The Pacemakers,1965.0,0.3,False,False,True,False,
643,Just Once In My Life,Righteous Brothers,1965.0,0.6,False,True,True,False,
645,"I'm Henry VIII, I Am",Herman's Hermits,1965.0,0.3,False,False,True,False,
646,A Walk In The Black Forest,Horst Jankowski,1965.0,0.0,False,False,False,False,
647,For Your Love,Yardbirds,1965.0,0.6,False,False,True,False,
648,California Girls,Beach Boys,1965.0,0.0,False,False,False,False,
649,Go Now,Moody Blues,1965.0,0.3,False,False,True,False,
650,Goldfinger,Shirley Bassey,1965.0,0.3,False,False,True,False,
651,Down In The Boondocks,Billy Joe Royal,1965.0,0.3,False,False,True,False,
652,Baby The Rain Must Fall,Glenn Yarbrough,1965.0,0.3,False,False,True,False,
653,Catch Us If You Can,Dave Clark Five,1965.0,0.0,False,False,False,False,
654,Eight Days A Week,Beatles,1965.0,0.3,False,False,True,False,
655,Just A Little,Beau Brummels,1965.0,0.3,False,False,True,False,
656,You Turn Me On,Ian Whitcomb,1965.0,0.0,False,False,False,False,
657,I'll Be Doggone,Marvin Gaye,1965.0,0.3,False,True,True,False,
658,Save Your Heart For Me,Gary Lewis and The Playboys,1965.0,0.3,False,True,True,False,
659,Tired Of Waiting For You,Kinks,1965.0,0.3,False,False,True,False,
660,Count Me In,Gary Lewis and The Playboys,1965.0,0.3,False,False,True,False,
661,All Day And All Of The Night,Kinks,1965.0,0.6,False,False,True,False,
662,What The World Needs Now Is Love,Jackie DeShannon,1965.0,0.0,False,False,False,False,
663,It's Not Unusual,Tom Jones,1965.0,0.3,False,True,True,False,
664,She's About A Mover,Sir Douglas Quintet,1965.0,0.3,False,False,True,False,
665,Shake,Sam Cooke,1965.0,0.3,False,False,True,False,
666,Wonderful World,Herman's Hermits,1965.0,0.0,False,False,False,False,
668,Heart Full Of Soul,Yardbirds,1965.0,0.3,False,True,True,False,
669,Love Potion Number Nine,Searchers,1965.0,0.3,False,False,True,False,
671,Baby Don't Go,Sonny and Cher,1965.0,0.3,False,False,True,False,
672,It Ain't Me Babe,Turtles,1965.0,0.3,False,False,True,False,
673,Tell Her No,Zombies,1965.0,0.6,False,True,True,False,
674,I Go To Pieces,Peter and Gordon,1965.0,0.3,False,False,True,False,
675,Red Roses For A Blue Lady,Vic Dana,1965.0,0.3,False,False,True,False,
676,Don't Just Stand There,Patty Duke,1965.0,0.6,False,False,True,False,
677,The Tracks Of My Tears,Miracles,1965.0,0.6,False,True,True,False,
678,Too Many Rivers,Brenda Lee,1965.0,0.3,False,False,True,False,
679,I Like It Like That,Dave Clark Five,1965.0,0.0,False,False,False,False,
680,Little Things,Bobby Goldsboro,1965.0,0.2,False,False,True,False,
681,True Love Ways,Peter and Gordon,1965.0,0.0,False,False,False,False,
683,You've Got Your Troubles,Fortunes,1965.0,0.3,False,False,True,False,
684,Hold What You've Got,Joe Tex,1965.0,0.6,False,True,True,False,
685,We Gotta Get Out Of This Place,Animals,1965.0,0.3,False,False,True,False,
686,"Laugh, Laugh",Beau Brummels,1965.0,0.5,False,False,True,False,
687,The Last Time,Rolling Stones,1965.0,0.5,False,False,True,False,
688,Do You Believe In Magic,Lovin' Spoonful,1965.0,0.3,False,False,True,False,
689,All I Really Want To Do,Cher,1965.0,0.0,False,False,False,False,
690,Take Me Back,Little Anthony and The Imperials,1965.0,0.3,False,True,False,False,
691,I Want Candy,Strangeloves,1965.0,0.3,False,False,True,False,
692,Ooo Baby Baby,Miracles,1965.0,0.3,False,False,True,False,
693,Laugh At Me,Sonny,1965.0,0.5,False,False,True,False,
694,Treat Her Right,Roy Head,1965.0,0.5,False,False,False,False,
695,The Race Is On,Jack Jones,1965.0,0.5,False,False,True,False,
696,I'm A Fool,"Dino, Desi and Billy",1965.0,0.6,False,False,True,False,
697,The Boy From New York City,Ad Libs,1965.0,0.3,False,False,True,False,
699,How Sweet It Is (To Be Loved By You),Marvin Gaye,1965.0,0.3,False,False,True,False,
701,Cherish,Association,1966.0,0.3,False,False,True,False,
702,(You're My) Soul And Inspiration,Righteous Brothers,1966.0,0.6,False,False,True,False,
703,Reach Out I'll Be There,Four Tops,1966.0,0.3,False,False,True,False,
704,96 Tears,? and The Mysterians,1966.0,0.5,False,True,True,False,
705,Last Train To Clarksville,Monkees,1966.0,0.3,False,False,True,False,
706,"Monday, Monday",Mama's and The Papa's,1966.0,0.3,False,False,True,False,
707,You Can't Hurry Love,Supremes,1966.0,0.3,False,False,True,False,
709,California Dreamin',Mama's and The Papa's,1966.0,0.3,False,False,True,False,
710,Summer In The City,Lovin' Spoonful,1966.0,0.3,False,False,True,False,
712,These Boots Are Made For Walkin',Nancy Sinatra,1966.0,0.5,False,False,False,False,
713,What Becomes Of The Brokenhearted,Jimmy Ruffin,1966.0,0.3,False,False,True,False,
714,Strangers In The Night,Frank Sinatra,1966.0,0.3,False,False,True,False,
715,We Can Work It Out,Beatles,1966.0,0.0,False,False,False,False,
717,Winchester Cathedral,New Vaudeville Band,1966.0,0.3,False,True,False,False,
718,Hanky Panky,Tommy James and The Shondells,1966.0,0.3,False,False,True,False,
719,When A Man Loves A Woman,Percy Sledge,1966.0,0.6,False,False,True,False,
721,My Love,Petula Clark,1966.0,0.3,False,False,True,False,
722,Lightnin' Strikes,Lou Christie,1966.0,0.6,False,True,True,False,
723,Wild Thing,Troggs,1966.0,0.3,False,False,True,False,
725,Sunshine Superman,Donovan,1966.0,0.6,False,True,True,False,
726,Sunny,Bobby Hebb,1966.0,0.0,False,False,False,False,
727,Paperback Writer,Beatles,1966.0,0.0,False,False,False,False,
728,See You In September,Happenings,1966.0,0.5,False,False,True,False,
729,You Keep Me Hangin' On,Supremes,1966.0,0.6,False,False,True,False,
730,Lil' Red Riding Hood,Sam The Sham and The Pharaohs,1966.0,0.6,False,False,True,False,
732,Good Vibrations,Beach Boys,1966.0,0.0,False,False,False,False,
733,A Groovy Kind Of Love,Mindbenders,1966.0,0.3,False,False,True,False,
734,You Don't Have To Say You Love Me,Dusty Springfield,1966.0,0.3,False,False,True,False,
735,Cool Jerk,Capitols,1966.0,0.0,False,False,False,False,
737,Red Rubber Ball,Cyrkle,1966.0,0.5,False,False,True,False,
738,B-A-B-Y,Carla Thomas,1966.0,0.3,False,False,True,False,
739,Walk Away Renee,Left Banke,1966.0,0.0,False,False,False,False,
740,Daydream,Lovin' Spoonful,1966.0,0.3,False,False,True,False,
741,Time Won't Let Me,Outsiders,1966.0,0.3,False,False,True,False,
743,Sweet Pea,Tommy Roe,1966.0,0.3,False,False,True,False,
744,Bus Stop,Hollies,1966.0,0.3,False,False,True,False,
745,I'm Your Puppet,James and Bobby Purify,1966.0,1.0,False,False,True,False,
747,Ain't Too Proud To Beg,Temptations,1966.0,0.8,False,True,True,False,
748,Dirty Water,Standells,1966.0,0.5,False,False,False,True,
